category;english;Malay;Estonian;Finnish;Hungarian;Armenian;Bengali;Nepali;Japanese;Korean;Turkish;Yoruba;Basque;Swahili;Chinese
healthcare;physical therapy assistant;pembantu terapi fizikal;füsioteraapia assistent;fysioterapeuttinen avustaja;fizikai terápia asszisztens;ֆիզիկական թերապիայի օգնական;শারীরিক থেরাপি সহকারী;शारीरिक थेरेपी सहायक;理学療法助手;물리 치료 조수;fizik tedavi asistanı;oluranlọwọ itọju ailera ara;fisioterapia laguntzailea;msaidizi wa kimwili;物理治疗助理
healthcare;occupational therapy assistant;pembantu terapi pekerjaan;tööteraapia assistent;työterapiaapua;foglalkozás terápiás asszisztens;աշխատող թերապիայի օգնական;পেশাগত থেরাপি সহকারী;व्यावसायिक थेरेपी सहायक;作業療法助手;작업 치료 조수;meslek terapisi asistanı;iṣẹ itọju ailera iṣe;laneko terapia laguntzailea;msaidizi wa tiba ya kazi;职业治疗助理
healthcare;orthopaedic technologist or prosthetist & orthotist;ahli teknologi ortopedi atau prosthetist & orthotist;ortopeediline tehnoloog või proteesist ja ortopeedist;ortopedisen tekniikan tai protetiikan ja ortopedian;ortopéd technológus vagy protetikus és ortopéd;օրթոպեդ տեխնոլոգիա, պրոթեզավորում եւ օրթոպեդ;অস্থির চিকিত্সা প্রযুক্তিবিদ্যাবিদ বা প্রোস্টেটস্টিস্ট এবং অস্থিবাদী;आर्थोपेडिक टेक्नोलोजिस्ट वा प्रोस्टिस्टस्ट र आर्थोटिस्ट;整形外科の技術者または補綴学者＆矯正医;정형 외과 기술자 또는 prosthetist & orthotist;ortopedik teknolog veya protezci ve ortotist;olutọju imọ-oògùn tabi olutọju-ara tabi oṣan-ori;ortopedikoa, teknologoa edo protesista eta orthotist;teknolojia ya mifupa au mchungaji & orthotist;骨科技师或假肢师和矫形师
healthcare;chiropractor;chiropractor;kiropraktikko;kiropraktikko;hátgerincmasszázzsal gyógyító;chiropractor;রোগচিকিত্সাবিশেষ;chiropractor;カイロプラクティック;지압 사;kayropraktör;chiropractor;chiropractor;chiropractor;按摩师
healthcare;biokineticist;biokinetikis;biokineetiline;biokineticist;biokineticist;բիոկինետիկիստ;biokineticist;बायोटेनेटिस्ट;生物動態学者;생물 운동 학자;biokineticist;onimọran-ara;biokineticist;biokineticist;biokineticist
healthcare;athletic trainer;pelatih atlet;athletic treener;urheilullinen ohjaaja;atlétika edző;մարզական մարզիչ;খেলাধুলোর শিক্ষক;एथलेटिक प्रशिक्षक;アスレチックトレーナー;체육 트레이너;atletizm antrenörü;olukọni ere idaraya;athletic trainer;mkufunzi wa michezo;体育教练
healthcare;radiotherapist;radioterapi;radioteraapia;radiotherapist;sugárterapeutával;ռադիոթերապեւտը;radiotherapist;रेडियो थेरेपी;放射線治療医;방사선 치료사;radyoterapist;oluṣeto redio;radiotherapist;radiotherapist;放射线治疗
healthcare;radiologist;radiologi;radioloog;radiologi;radiológus;ռենտգենոլոգ;রেডিত্তল্যাজিস্ট;रेडियोलोजी;放射線科医;방사선 학자;radyolog;radiologist;radiologist;radiologist;放射科医生
healthcare;radiographer;jurugambar;radiograaf;röntgenhoitaja;röntgenológus;ռադիոհաղորդիչ;রেডিত্তগ্র্যাফ়ের;radiographer;ラジオグラファー;뢴트겐 기사;radiographer;oluṣeto redio;radiographer;radiographer;技师
healthcare;obstetrician;obstetrik;sünnitusarst;synnytyslääkäri;szülész;մանկաբարձուհի;ধাই;बास्केटबल;産科医;산과 의사;doğum uzmanı;obstetrician;mediatika;daktari wa uzazi;产科医生
healthcare;gynaecologist;pakar sakit puan;günekoloog;gynekologi;nőgyógyász;գինեկոլոգ;স্ত্রীরোগবিশারদ;स्त्री रोग विशेषज्ञ;婦人科医;부인과 의사;jinekolog;gynecologist;ginekologoak;gynecologist;妇科医生
healthcare;women's health nurse practitioner;pengamal jururawat kesihatan wanita;naiste tervishoiuõe praktik;naisten terveydenhoitajan harjoittaja;női egészségügyi nővér szakember;կանանց առողջության բուժքույր պրակտիկանտ;মহিলা স্বাস্থ্য পরিচর্যা;महिला स्वास्थ्य नर्स चिकित्सक;女性の健康看護師;여성 건강 간호사 종사자;kadın sağlığı hemşiresinin uygulayıcısı;nọsita ilera ọmọde obinrin;emakumeen osasun-erizaina;daktari wa afya ya wanawake;女护士从业人员
healthcare;nurse-midwife;jururawat-bidan;õde-ämmaemand;sairaanhoitaja-kätilö;nővér szülésznő;բուժքույր-մանկաբարձուհի;নার্স-মিডওয়াইফ;नर्स-मिडवाइड;看護師 - 助産師;간호사 - 조산사;hemşire-ebe;nọọsi-agbẹbi;erizain-emaginak;muuguzi-mkunga;护士，助产士
healthcare;general doctor;doktor am;üldarst;yleinen lääkäri;általános orvos;ընդհանուր բժիշկ;সাধারণ ডাক্তার;सामान्य डाक्टर;一般医;일반 의사;genel doktor;dokita gbogboogbo;mediku orokorra;daktari mkuu;一般医生
healthcare;bariatric surgeon;pakar bedah bariatric;bariatria kirurg;bariatric kirurgi;bariatric sebész;բարիոլոգիական վիրաբույժ;বারিয়াত্ত্রিক সার্জন;बायोट्राट्रिक सर्जन;肥満外科医;외과 의사;bariatrik cerrah;oṣuwọn ti o wa ni bariatric;bariatric zirujau;upasuaji wa bariatric;肥胖的外科医生
healthcare;cardiothoracic surgeon;pakar bedah kardiotorasik;kardiotorakuline kirurg;kardiolääketieteellinen kirurgi;cardiothoracic sebész;սրտագեղձի վիրաբույժ;কার্ডিওথোরাসিক সার্জন;cardiothoracic सर्जन;胸腔鏡外科医;흉부 외과 의사;kardiyotorasik cerrah;oṣuwọn oníṣẹ ẹjẹ cardiothoracic;zirujau kardiobaskularra;upasuaji wa cardiothoracic;心胸外科医生
healthcare;cardiac surgeon;pakar bedah jantung;südame kirurg;sydänkirurgi;szívsebész;սրտի վիրաբույժ;কার্ডিয়াক সার্জন;हृदय रोग सर्जन;心臓外科医;심장 외과 의사;kalp cerrahı;onise-aisan okan;bihotz zirujauak;upasuaji wa moyo;心脏外科医生
healthcare;hepatic biliary pancreatic surgeon;pakar bedah pankreas hepatik;maksa sapiteede pankrease kirurg;maksan sappitoireyhtymä;májgyulladásos hasnyálmirigy;բջջային ուղեղային պարանոցի վիրաբույժ;হিপ্যাটিক বিলিয়েরি প্যানক্রাসিক সার্জন;हेपिटिक बिलियन प्यान्रेreatreat सर्जन;肝胆道膵臓外科医;간 담즙 성 췌장 전문의;hepatik biliyer pankreas cerrahı;ọmọ-ẹlẹsẹ pancreatic ti biliary biliary;biriketako hanturazko pankreako zirujauak;hepatic upasuaji wa upasuaji wa biliary;肝胆胰外科医生
healthcare;neurosurgeon;neurosurgeon;neurokirurg;neurokirurgi;idegsebész;նյարդավիրաբույժ;নিউরোসার্জন;neurosurgeon;神経外科医;신경 외과 의사;beyin cerrahı;neurosurgeon;neurozirujau;neurosurgeon;神经外科医生
healthcare;podiatric surgeon;pakar bedah podiatrik;podiaatri kirurg;jalkaterapeutin kirurgi;pajzsmirigy sebész;podiatric վիրաբույժ;পোডট্রিক সার্জন;पोडियट्रिक सर्जन;足病院外科医;발 전문의;podiatrik cerrah;adẹtẹ alabọde;podiatrikako zirujau;upasuaji wa podiatria;足外科医生
healthcare;urologist;urologi;uroloog;urologi;urológus;ուրոլոգը;ইউরোলজিস্ট;urologist;泌尿器科医;비뇨기과 의사;ürolog;urologist;urologist;urolojia;泌尿科医师
science;educational technologist;ahli teknologi pendidikan;haridustehnoloog;koulutusteknikko;oktatási technológus;կրթական տեխնոլոգ;শিক্ষা প্রযুক্তিবিদ;शैक्षिक टेक्नोलोजी;教育技術者;교육 기술자;eğitim teknisyeni;olukọ imọ-ẹkọ ẹkọ;hezkuntza teknologoa;teknolojia ya elimu;教育技术人员
science;engineer;jurutera;insener;insinööri;mérnök;ինժեներ;প্রকৌশলী;ईन्जिनियर;エンジニア;기사;mühendis;onise ẹrọ;ingeniaria;mhandisi;工程师
science;engineering technician;juruteknik kejuruteraan;insenertehnik;tekninen teknikko;mérnöki szakember;ինժեներական տեխնիկ;প্রকৌশল টেকনিশিয়ান;ईन्जिनियरिङ् टेक्नीशियन;エンジニアリング技術者;공학 기술자;mühendislik teknisyeni;onise-ẹrọ imọ-ẹrọ;ingeniaritza teknikoa;teknolojia ya uhandisi;工程技术人员
science;engineering technologist;juruteknologi kejuruteraan;insenertehnoloog;tekniikan asiantuntija;mérnöki technológus;ինժեներական տեխնիկ;প্রকৌশল প্রযুক্তিবিদ;ईन्जिनियरिङ् टेक्नोलोजी;エンジニアリング技術者;공학 기술자;mühendislik teknisyeni;ẹrọ imọ-ẹrọ imọ-ẹrọ;ingeniaritza teknologoa;teknolojia ya uhandisi;工程技术人员
science;chemical engineer;jurutera kimia;keemiainsener;kemian insinööri;vegyészmérnök;քիմիական ինժեներ;রাসায়নিক প্রকৌশলী;रासायनिक ईन्जिनियर;化学技術者;화학 공학 기술자;kimya mühendisi;kemikali kemikali;ingeniari kimikoa;kemikali mhandisi;化学工程师
science;aeronautical engineer;jurutera aeronautik;lennundustehnik;ilmailu-insinööri;légtechnikai mérnök;ավիացիոն ինժեներ;বৈমানিক প্রকৌশলী;वैमानिक ईन्जिनियर;航空技術者;항공 기술자;havacılık mühendisi;onimọ-ẹrọ ti afẹfẹ;ingeniari aeronautikoa;mhandisi wa aeronautical;航空工程师
science;petrochemical engineer;jurutera petrokimia;naftakeemia insener;petrokemian insinööri;petrolkémiai mérnök;նավթաքիմիական ինժեներ;পেট্রোকেমিক্যাল ইঞ্জিনিয়ার;पेट्रोकेमिकल ईन्जिनियर;石油化学技術者;석유 화학 엔지니어;petrokimya mühendisi;nkan-ẹrọ petrochemical;ingeniari petrokimikoa;petrochemical engineer;石化工程师
science;biomedical engineer;jurutera bioperubatan;biomeditsiinitehnika insener;biolääketieteen insinööri;orvosbiológiai mérnök;կենսաբժշկական ինժեներ;বায়োমেডিকেল প্রকৌশলী;बायोमेडिकल ईन्जिनियर;バイオメディカルエンジニア;생물 의학 엔지니어;biyomedikal mühendisi;onise-ẹrọ ti ogbin;ingeniari biomedikoa;mhandisi wa biomedical;生物医学工程师
science;mechanical engineer;jurutera mekanikal;mehaanikainsener;mekaniikkainsinööri;gépészmérnök;մեխանիկական ինժեներ;যন্ত্র কৌশলী;यांत्रिक ईन्जिनियर;機械工学士;기계 엔지니어;makine mühendisi;onise-ẹrọ imọran;ingeniari mekanikoa;mhandisi wa mitambo;机械工程师
science;electrical engineer;jurutera elektrik;elektriinsener;sähköinsinööri;villamosmérnök;էլեկտրական ինժեներ;তড়িৎ প্রকৌশলী;विद्युत ईन्जिनियर;電気技師;전기 엔지니어;elektrik mühendisi;ingenia itanna;ingeniari elektrikoa;mhandisi wa umeme;电气工程师
science;computational scientist;saintis pengkomputeran;arvutusteadlane;laskennallinen tiedemies;számítástechnikai tudós;հաշվիչ գիտնական;গণিত বিজ্ঞানী;कम्प्यूटेशनल वैज्ञानिक;計算科学者;전산 과학자;hesaplamalı bilim adamı;ogbon ọmẹnumọ;zientzialari konputazionala;mwanasayansi wa kompyuta;计算科学家
science;computer scientist;saintis komputer;arvutiteadlane;tietojenkäsittelytieteilijä;informatikus;համակարգչային գիտնական;কম্পিউটার বিজ্ঞানী;कम्प्युटर वैज्ञानिक;コンピュータ科学者;컴퓨터 과학자;bilgisayar uzmanı;ọmowé kọmputa;ordenagailuko zientzialaria;mwanasayansi wa kompyuta;电脑科学家
science;mathematician;ahli matematik;matemaatik;matemaatikko;matematikus;մաթեմատիկոս;গণিতজ্ঞ;गणितज्ञ;数学者;수학자;matematikçi;mathematician;matematikaria;mtaalamu wa hisabati;数学家
science;demographic marketer;pemasar demografi;demograafiline turundaja;väestörakenteen markkinoija;demográfiai marketingszakértő;ժողովրդագրական վաճառող;ডেমোগ্রাফিক বিপণনকারী;जनसांख्यिकीय बजार;人口統計学者;인구 통계 마케터;demografik pazarlamacı;aṣiṣe ti ara ẹni;marketin demografikoa;soko la watu;人口统计营销人员
science;statistician;ahli statistik;statistik;tilastotieteilijä;statisztikus;վիճակագրություն;পরিসংখ্যানবিৎ;सांख्यिकीय;統計学者;통계 학자;istatistikçi;onisẹpo;estatistikari;takwimu;统计员
science;government scientist;saintis kerajaan;valitsuse teadlane;valtion tutkija;kormányzati tudós;կառավարության գիտնական;সরকারী বিজ্ঞানী;सरकारी वैज्ञानिक;政府科学者;정부 과학자;devlet bilim adamı;ọmowé ijọba;gobernuko zientzialaria;mwanasayansi wa serikali;政府科学家
science;healthcare science;sains kesihatan;tervishoiuteadus;terveydenhuollon tiede;egészségügyi tudomány;առողջապահական գիտություն;স্বাস্থ্যসেবা বিজ্ঞান;स्वास्थ्य सेवा विज्ञान;医療科学;의료 과학;sağlık bilimi;ilera imọ-ilera;osasun zientziak;sayansi ya afya;医疗科学
science;assistant scientist;pembantu saintis;assistent;apulaistutkija;asszisztens tudós;օգնական գիտնական;সহকারী বিজ্ঞানী;सहायक वैज्ञानिक;助教授;조교 과학자;yardımcı bilim adamı;oluwadi onimọran;zientzialari laguntzailea;mwanasayansi msaidizi;助理科学家
science;inventor;pencipta;leiutaja;keksijä;feltaláló;գյուտարար;উদ্ভাবক;आविष्कारक;発明者;발명자;mucit;onirotu;asmatzaile;mvumbuzi;发明者
science;school science technician;juruteknik sains sekolah;kooliõpetuse tehnik;kouluopettaja;iskolai tudományi technikus;դպրոցական գիտակ տեխնիկ;স্কুল বিজ্ঞান প্রযুক্তিবিদ;स्कूल विज्ञान टेक्नीसियन;学校科学技術者;학교 과학 기술자;okul bilim teknisyeni;ogbon imọ-ẹrọ ile-iwe;eskola zientzietako teknikaria;fundi wa sayansi ya shule;学校科学技术人员
science;science attaché;sains sains;teaduse atašee;tiedemies;tudományos attaché;գիտության կցորդ;বিজ্ঞান সংযুক্ত;विज्ञान संलग्न;科学アタッチメント;과학 애호가;bilim ataşesi;imọ sayé;zientzia eranskin;sayansi attaché;科学专员
science;scientist;saintis;teadlane;tiedemies;tudós;գիտնական;বিজ্ঞানী;वैज्ञानिक;科学者;과학자;bilim insanı;ọmowé;zientzialari;mwanasayansi;科学家
science;research fellow;rakan penyelidikan;teadur;tutkija;tudományos munkatárs;գիտաշխատող;গবেষণা সহকর্মী;अनुसंदन कर्ता;研究員;연구원;araştırma görevlisi;onimọ iwadi;ikerketa ikaskide;utafiti wa wenzake;研究员
science;psychologist;ahli psikologi;psühholoog;psykologi;pszichológus;հոգեբան;মনস্তত্ত্বিক;मनोवैज्ञानिक;心理学者;심리학자;psikolog;onisẹpọ ọkan;psikologo;mwanasaikolojia;心理学家
science;forensic scientist;saintis forensik;kohtuekspert teadlane;rikostutkija;törvényszéki tudós;դատաբժշկական գիտնական;ফরেনসিক বিজ্ঞানী;फोरेंसिक वैज्ञानिक;法医学者;법의학 과학자;adli bilim adamı;oniwadi sayensi;auzitegiko zientzialaria;mwanasayansi wa kisayansi;法医科学家
science;biologist;ahli biologi;bioloog;biologi;biológus;կենսաբան;জীববিজ্ঞানী;जीवविज्ञान;生物学者;생물 학자;biyolog;onisẹtọ;biologo;biolojia;生物学家
science;biomedical scientist;saintis bioperubatan;biomeditsiiniteadlane;biolääketieteen tutkija;orvosbiológus;կենսաբժշկական գիտնական;জৈবচিকিত্সা বিজ্ঞানী;बायोमेडिकल वैज्ञानिक;生物医学者;생물 의학 과학자;biyomedikal bilim adamı;onimo ijinle;zientzialari biomedikoa;mwanasayansi wa biomedical;生物医学科学家
science;medical laboratory scientist;saintis makmal perubatan;meditsiiniline labori teadlane;lääketieteen laboratorio-tutkija;orvosi laboratóriumi tudós;բժշկական լաբորատոր գիտնական;চিকিৎসা পরীক্ষাগার বিজ্ঞানী;चिकित्सा प्रयोगशाला वैज्ञानिक;医学研究所の科学者;의료 실험실 과학자;tıbbi laboratuvar bilim adamı;ijinle sayensi iwadi;mediku laborategiko zientzialaria;mwanasayansi wa maabara ya matibabu;医学实验室科学家
science;botanist;ahli botani;botaanik;kasvitieteilijä;botanikus;բուսաբան;উদ্ভিদ্বিজ্ঞানী;वनस्पतिवादी;植物学者;식물 학자;botanikçi;botanist;botanikari;mimea;植物学家
science;microbiologist;ahli mikrobiologi;mikrobioloog;mikrobiologi;mikrobiológus;միկրոբիոլոգ;অণুজীব বিজ্ঞানী;सूक्ष्म जीवविज्ञानी;微生物学者;미생물 학자;mikrobiyolog;microbiologist;microbiologist;microbiologist;微生物学家
science;neuroscientist;ahli sains saraf;neuroteadlane;aivotutkija;neurológus;նեյրոլոգ;স্নায়ুবিজ্ঞানী;neuroscientist;神経科学者;신경 과학자;nörolog;neuroscientist;neuroscientist;mwanasayansi;神经学家
science;herpetologist;herpetologist;herpetologist;herpetologist;herpetológusa;հերետոլոգ;herpetologist;हाइपोलोजिस्ट;爬虫類学者;약초 학자;herpetologist;herpetologist;herpetologist;herpetologist;爬虫学者
science;zoologist;zoologi;zooloogi;eläintieteilijä;zoológus;zoologist;প্রাণিবিদ্যাবিত;zoologist;動物学者;동물 학자;zoolog;oṣoogun onisẹyẹ;zoologo;mwanasayansi;动物学家
science;astronaut;angkasawan;astronaut;astronautti;űrhajós;տիեզերագնաց;নভশ্চর;अंतरिक्ष यात्री;宇宙飛行士;우주 비행사;astronot;astronaut;astronauta;astronaut;宇航员
science;astronomer;ahli astronomi;astronoom;tähtitieteilijä;csillagász;աստղագետ;জ্যোতিষী;खगोल विज्ञान;天文学者;천문학 자;astronom;astronomer;astronomoa;astronomer;天文学家
science;biochemist;biokimia;biokeemik;biokemisti;biokémikus;կենսաքիմիկոս;প্রাণরসায়নবিৎ;जैव रसायन;生化学者;생화학 자;biyokimyacı;ti o wa ni ara ẹni;biokimikaria;biochemist;生物化学家
science;ecologist;ahli ekologi;ökoloog;ekologi;ökológus;էկոլոգ;বাস্তব্যবিদ্যা;पारिस्थितिकीवादी;生態学者;생태 학자;ekolojist;onimo-ijinle;ekologista;kiolojia;生态学家
science;naturalist;naturalis;loodusteadlane;luonnontieteilijä;természettudós;բնագետ;নিসর্গী;प्रकृतिवादी;自然主義者;자연 주의자;natüralist;naturalist;naturalista;naturalist;博物
science;oceanographer;ahli laut;okeanograaf;valtameritutkija;oceanographer;օվկիանոսագետ;সমুদ্রবিজ্ঞানী;महासागरग्राफ;海洋学者;해양 학자;okyanusbilimci;oceanographer;ozeanografoak;oceanographer;海洋学家
science;paleontologist;ahli paleontologi;paleontoloog;paleontologi;paleontológus;paleontologist;জীবাশ্মবিদ;paleontologist;古生物学者;고생물학 자;paleontolog;ọlọgbọn ti o ni imọran;paleontologo;paleontologist;古生物学家
science;archaeologist;ahli arkeologi;arheoloog;arkeologi;régész;հնագետ;পুরাতত্ত্বজ্ঞ;पुरातत्वविद्;考古学者;고고학자;arkeolog;onimo-ijinlẹ;arkeologoa;archaeologist;考古学家
science;pathologist;ahli patologi;patoloog;patologi;patológus;պաթոլոգ;রোগবিদ্যাবিৎ;pathologist;病理学者;병리학 자;patolog;pathologist;pathologist;daktari wa magonjwa;病理学家
science;geographer;geografi;geograaf;maantieteilijä;földrajztudós;աշխարհագրագետ;ভৌগোলিক;भूगोल;地理学者;지리학자;coğrafyacı;geographer;geografo;geographer;地理学
science;physicist;ahli fizik;füüsik;fyysikko;fizikus;ֆիզիկոս;প্রকৃতিবিজ্ঞানী;भौतिकी;物理学者;물리학 자;fizikçi;physikist;fisikari;fizikia;物理学家
science;chemist;ahli kimia;keemik;kemisti;vegyész;քիմիկոս;রসায়নবিৎ;रसायन विज्ञान;化学者;화학자;eczacı;oniwosan;kimikari;kemia;化学家
science;geographer;geografi;geograaf;maantieteilijä;földrajztudós;աշխարհագրագետ;ভৌগোলিক;भूगोल;地理学者;지리학자;coğrafyacı;geographer;geografo;geographer;地理学
science;geologist;ahli geologi;geoloog;geologi;geológus;երկրաբան;ভূবিজ্ঞানী;भूवैज्ञानिक;地質学者;지질 학자;jeolog;onimọran;geologo;jiolojia;地质学家
science;geoprofessions;geoprofessions;geoprofessionals;geoprofessions;geoprofessions;geoprofessions;geoprofessions;geoprofessions;ジオプロセシング;지리 워크 세션;geoprofessions;awọn iṣẹ-iṣowo;geoprofessions;geoprofessions;geoprofessions
science;petroleum geologist;geologi petroleum;nafta geoloog;öljygeologi;petroléter geológus;նավթագետ;পেট্রোলিয়াম ভূতত্ত্ববিদ;पेट्रोलियम भूवैज्ञानिक;石油地質学者;석유 지질 학자;petrol jeologu;oṣelọpọ ile-epo;petrolio geologoa;jiolojia ya petroli;石油地质学家
science;urban planner;perancang bandar;linnaplaneerija;kaupunkisuunnittelija;várostervező;քաղաքային պլանավորող;শহর পরিকল্পনাকারী;शहरी प्लानर;都市計画;도시 계획 자;şehir plancısı;eto eto ilu;hiriko planifikatzailea;mpangaji wa miji;城市规划师
service;taxicab driver;pemandu teksi;taksiabi juht;taksikuljettaja;taxicab vezető;տաքսիկաբի վարորդը;ট্যাক্সি ড্রাইভার;taxicab चालक;タクシー運転手;택시 기사;taksi şoförü;oriṣowo taxicab;taxi driver;dereva wa teksi;出租车司机
service;chauffeur;pemandu;autojuht;autonkuljettaja;sofőr;շոֆեր;শোফার;chauffeur;運転手;운전사;şoför;oludari;txoferra;mkufunzi;司机
service;pay driver;membayar pemandu;maksa juht;maksaa kuljettaja;pay driver;վճարել վարորդին;বেতন ড্রাইভার;चालक भुक्तानी गर्नुहोस्;有料ドライバー;유료 운전자;ödeme sürücüsü;sanwo iwakọ;ordaindu kontrolatzailea;kulipa dereva;支付司机
service;test driver;pemandu ujian;katsejuht;testiajuri;tesztvezető;փորձարկման վարորդը;পরীক্ষামূলক চালক;परीक्षण चालक;テストドライバー;테스트 드라이버;test pilotu;idanwo iwakọ;proba-gidaria;dereva wa mtihani;测试司机
service;bus driver;pemandu bas;bussijuht;bussikuski;buszsofőr;ավտոբուսի վարորդ;বাস চালক;बस चालक;バス運転手;버스 기사 님;otobüs şöförü;ọkọ ayọkẹlẹ akero;autobus gidaria;dereva wa basi;公车司机
service;truck driver;pemandu trak;veoautojuht;kuorma-autonkuljettaja;kamionsofőr;բեռնատարի վարորդ;ট্রাক চালক;ट्रक चालक;トラック運転手;트럭 운전사;kamyon şoförü;awakọ ọkọ ayọkẹlẹ;kamioi gidaria;dereva wa lori;卡车司机
service;motorman;motorman;mootorman;motorman;motorman;շարժիչը;বিশেষতঃ ইকেলট্রিক ট্রেন বা ট্রামের মোটরের ভারপ্রাপ্ত কর্মচারী;मोटरमैन;モトーラン;운동가;makinist;motoroan;motorman;motorman;汽车司机
service;motorwoman;motor wanita;mootorratas;motorwoman;motorwoman;շարժիչ;motorwoman;motorwoman;自動車職人;여자;motorwoman;ọkọ iyawo;motorwoman;motorwoman;motorwoman
service;driver;pemandu;juht;kuljettaja;sofőr;վարորդը;চালক;चालक;ドライバ;운전사;sürücü;awako;gidari;dereva;司机
service;pilot;juruterbang;piloot;lentäjä;pilóta;օդաչու;চালক;पायलट;パイロット;조종사;pilot;awaoko;pilotu;majaribio;飞行员
theatre;producer;penerbit;tootja;tuottaja;termelő;պրոդյուսեր;উত্পাদক;निर्माता;プロデューサー;생산자;yapımcı;o nse;ekoizle;mzalishaji;制片人
theatre;director;pengarah;direktor;johtaja;rendező;տնօրեն;পরিচালক;निर्देशक;ディレクター;감독;yönetmen;oludari;zuzendaria;mkurugenzi;导向器
theatre;playwright;pengarang drama;näitekirjanik;näytelmäkirjailija;drámaíró;դրամատուրգ;নাট্যকার;खेलकुद;劇作家;극작가;oyun yazarı;playwright;dramaturgo;mchezaji wa michezo;剧作家
theatre;scenic designer;pereka indah;maaliline disainer;luonnonkaunis suunnittelija;színpadi tervező;բեմական դիզայներ;সুন্দর ডিজাইনার;प्राकृतिक डिजाइनर;風光明媚なデザイナー;경치가 좋은 디자이너;doğal tasarımcı;ti onise apanilerin;diseinatzaile eszenikoa;designer scenic;景观设计师
theatre;lighting designer;pereka lampu;valgustus disainer;valosuunnittelija;világítástervező;լուսավորող դիզայներ;আলো ডিজাইনার;प्रकाश डिजाइनर;照明デザイナー;조명 디자이너;aydınlatma tasarımcısı;oniṣẹlẹ ina;argiztapen diseinatzailea;taa designer;照明设计师
theatre;costume designer;pereka kostum;kostüümi disainer;pukusuunnittelija;jelmeztervező;զգեստների դիզայներ;পোশাক ডিজাইনার;पोशाक डिजाइनर;衣装デザイナー;의상 디자이너;kostüm tasarımcısı;onise apẹrẹ aṣọ;jantzi diseinatzailea;mtengenezaji wa nguo;服装设计师
theatre;set designer;set pereka;seatud disainer;lavastaja;díszlettervező;սահմանել դիզայներ;সেট ডিজাইনার;डिजाइनर सेट गर्नुहोस्;舞台美術家;세트 디자이너;tasarımcı ayarla;ṣeto onise;diseinatzaile ezarri;kuweka designer;集设计师
theatre;sound designer;pereka bunyi;heli disainer;äänisuunnittelija;hangtervező;ձայնային դիզայներ;শব্দ ডিজাইনার;ध्वनि डिजाइनर;サウンドデザイナー;사운드 디자이너;ses tasarımcısı;oluṣeto ohun;soinu diseinatzailea;mtengenezaji wa sauti;音响设计师
theatre;property master;tuan harta tanah;vara kapten;omaisuuden päällikkö;kellékes;գույքային վարպետ;সম্পত্তি মাস্টার;सम्पत्ति मास्टर;プロパティーマスター;부동산 마스터;mülk ustası;ohun-ini ini;jabetza maisua;bwana wa mali;物业主人
theatre;production manager;pengurus pengeluaran;tootmisjuht;tuotantopäällikkö;gyártásvezető;արտադրության մենեջեր;উৎপাদন ব্যবস্থাপক;उत्पादन प्रबन्धक;プロダクションマネージャー;생산 관리자;üretim müdürü;oluṣakoso faili;ekoizpen-kudeatzailea;meneja uzalishaji;产品经理
theatre;technical director;pengarah teknikal;tehnikadirektor;tekninen johtaja;műszaki igazgató;տեխնիկական տնօրեն;প্রযুক্তিগত পরিচালক;प्राविधिक निर्देशक;技術指導者;기술 책임자;teknik direktör;oludari imọran;zuzendari teknikoa;mkurugenzi wa kiufundi;技术总监
theatre;show control designer;tunjukkan pereka kawalan;näita juhtkonstruktorit;näytä ohjaussuunnittelija;megmutatja a vezérlő tervezőjét;ցուցադրել հսկիչ դիզայներ;নিয়ন্ত্রণ ডিজাইনার দেখান;नियन्त्रण डिजाइनर देखाउनुहोस्;ショーコントロールデザイナー;쇼 컨트롤 디자이너;kontrol tasarımcısını göster;fi onisẹda iṣakoso han;erakutsi kontrol diseinatzailea;onyesha mtawala wa kudhibiti;展示控制设计师
theatre;choreographer;koreografer;koreograaf;koreografi;koreográfus;երգչուհի;ব্যালেটনাচের পরিকল্পক;कोरियोग्राफर;振付師;안무가;kareograf;choreographer;koreografoa;choreographer;编舞
theatre;makeup designer;pereka solek;meik disainer;meikki suunnittelija;smink tervező;դիմահարդարում դիզայներ;মেকআপ ডিজাইনার;मेकअप डिजाइनर;メイクアップデザイナー;메이크업 디자이너;makyaj tasarımcısı;onise apẹrẹ;makillaje diseinatzailea;designer babies;化妆师
theatre;actor;pelakon;näitleja;näyttelijä;színész;դերասան;অভিনেতা;अभिनेता;俳優;배우;aktör;olukopa;aktore;mwigizaji;演员
theatre;actress;pelakon;näitleja;näyttelijä;színésznő;դերասանուհի;অভিনেত্রী;अभिनेत्री;女優;여배우;aktris;oṣere;aktorea;mwigizaji;演员
theatre;conductor;konduktor;dirigent;kapellimestari;karmester;դիրիժորը;কন্ডাকটর;कंडक्टर;導体;지휘자;kondüktör;olukọni;conductor;kondakta;导体
theatre;backstage;belakang pentas;backstage;kulissien takana;színfalak mögötti;ետեւում;গোপনে;ब्याकस्टेज;舞台裏;무대 뒤에서;kulis;igbẹhin;backstage;backstage;后台
theatre;carpenter;tukang kayu;puusepp;puuseppä;ács;ատաղձագործ;সূত্রধর;बढ़ईरहेछ;大工;목수;marangoz;gbenagbena;arotz;mpangaji;木匠
