POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	02979139	0	0	retinal#1	in or relating to the retina of the eye; "retinal cells"
a	02979285	0	0	orbital#1	of or relating to an orbit; "orbital revolution"; "orbital velocity"
a	02979443	0	0	suborbital#1	having or involving a trajectory of less than one orbit; "the first manned suborbital flight"
a	02979593	0	0	reductionist#1	of or relating to the theory of reductionism; "reductionist arguments"
a	02979722	0	0	maturational#1	relating to or involved in maturation; "maturational process"
a	02979878	0	0	dynamic#2	of or relating to dynamics
a	02979995	0	0	hydrodynamic#1	of or relating to hydrodynamics
a	02980122	0	0	aerodynamic#1	of or relating to aerodynamics
a	02980247	0	0	rheological#1 rheologic#1	of or relating to rheology
a	02980416	0	0	meteoritical#1 meteoritic#1	of or relating to or caused by meteorites
a	02980583	0	0	micrometeoritic#1	of or relating to micrometeorites
a	02980696	0	0	cometic#1 cometary#1	of or relating to or resembling a comet
a	02980854	0	0	asteroidal#1	of or relating to or resembling an asteroid
a	02980972	0	0	piezoelectric#1	relating to or involving piezoelectricity; "piezoelectric plates"
a	02981115	0	0.625	thyroid#2	suggestive of a thyroid disorder; "thyroid personality"
a	02981224	0	0	thyrotoxic#1	of or relating to or affected by hyperthyroidism
a	02981329	0	0	thyroidal#1 thyroid#1	of or relating to the thyroid gland; "thyroid deficiency"; "thyroidal uptake"
a	02981508	0	0.125	antithyroid#1	having the effect of counteracting excessive thyroid activity; "antithyroid drugs"
a	02981648	0	0	congressional#1	of or relating to congress; "congressional hearing"
a	02981759	0	0	instructional#1	of or relating to or used in instruction; "instructional aids"
a	02981935	0	0	catechismal#1	of or relating to a catechism summarizing the principles of Christianity
a	02982102	0	0	catechetical#1 catechetic#2	of or relating to or involving catechesis
a	02982288	0.125	0	catechistic#1 catechetic#1	of or relating to or resembling a rigorous catechism; "the catechistic method"
a	02982473	0	0	canadian#1	of or relating to Canada or its people
a	02982602	0	0	necrotic#1	relating to or affected by necrosis; "necrotic tissue"
a	02982729	0	0	hypothalamic#1	of or relating to the hypothalamus
a	02982840	0	0	cortico-hypothalamic#1	of or relating to the cortex and the hypothalamus
a	02982956	0	0	thalamocortical#1	relating to or connecting the cortex and thalamus; "the thalamocortical system"
a	02983097	0	0	gestational#1	of or relating to gestation
a	02983236	0	0	progestational#2	preceding and favoring gestation; of or relating to physiological changes associated with ovulation and formation of the corpus luteum
a	02983431	0	0	progestational#1	of or relating to progesterone (or to a drug with effects like those of progesterone)
a	02983577	0.375	0	emotional#3	of or pertaining to emotion; "emotional health"; "an emotional crisis"
a	02983739	0	0	macrobiotic#1	of or relating to the theory or practice of macrobiotics; "macrobiotic diet"
a	02983891	0	0	biotic#1	of or relating to living organisms
a	02983978	0	0	gubernatorial#1	relating to a governor; "gubernatorial election"
a	02984104	0	0	presidential#1	relating to a president or presidency; "presidential aides"; "presidential veto"
a	02984333	0	0	vice-presidential#1	relating to a vice president or vice-presidency; "Vice-presidential debates"
a	02984491	0	0	copular#1	of or relating to a copula; "a copular verb"
a	02984607	0	0	coronary#1	surrounding like a crown (especially of the blood vessels surrounding the heart); "coronary arteries"
a	02984781	0	0	corporate#1	of or belonging to a corporation; "corporate rates"; "corporate structure"
a	02984911	0	0	corporatist#1	of or relating to corporatism
a	02984998	0	0	corpuscular#1	of or relating to corpuscles
a	02985102	0	0	dimensional#1	of or relating to dimensions
a	02985206	0	0	volumed#1	(often used in combination) consisting of or having a given number or kind of volumes; "the poet's volumed works"; "a two-volumed history"; "multi-volumed encyclopedias"; "large-volumed editions"
a	02985474	0	0	volumetrical#1 volumetric#1	of or relating to measurement by volume; "volumetric analysis"
a	02985662	0	0	hypothermic#1	of or relating to or affected by hypothermia
a	02985782	0	0	hyperthermal#1	of or relating to or affected by hyperthermia
a	02985904	0	0	yogistic#1 yogic#1	of or relating to yoga; "yogic exercises"
a	02986098	0	0	botulinal#1	of or relating to or produced by the botulinus
a	02986218	0	0	logistical#1 logistic#1	of or relating to logistics; "logistic requirements"
a	02986392	0	0.375	organicistic#1	relating to or tending toward organicism
a	02986509	0	0	organismic#1 organismal#1	of or relating to or belonging to an organism (considered as a whole); "the organismic theory of the state"
a	02986740	0	0	artifactual#1 artefactual#1	of or relating to artifacts
a	02986893	0.625	0	mutafacient#1	capable of inducing mutation (used mainly of intracellular agents)
a	02987017	0.5	0	mutagenic#1	capable of inducing mutation (used mainly of extracellular factors such as X-rays or chemical pollution)
a	02987177	0	0	mutational#1	of or relating to or resulting from mutation
a	02987332	0.125	0.125	mutative#1	of or pertaining to or marked by genetic mutation
a	02987454	0	0.375	mutant#1	tending to undergo or resulting from mutation; "a mutant gene"
a	02987623	0	0.25	incident#1	falling or striking of light rays on something; "incident light"
a	02987760	0	0	serological#1 serologic#1	of or relating to serology
a	02987910	0	0	chromatographical#1 chromatographic#1	of or relating to chromatography
a	02988060	0	0	national#1	of or relating to or belonging to a nation or country; "national hero"; "national anthem"; "a national landmark"
a	02988281	0	0	national#7	of or relating to nationality; "national origin"
a	02988402	0	0	national#6	characteristic of or peculiar to the people of a nation; "a national trait"
a	02988550	0	0	nativistic#2 nativist#2	of or relating to or advocating nativism; "nativist theories"; "the traditional controversy between the nativistic and empiristic theories"
a	02988793	0	0	nativistic#1 nativist#1	advocating the perpetuation of native societies; "the old nativist prejudice against the foreign businessman"; "the nativistic faith preaches the old values"- C.K.Kluckhohn
a	02989069	0.375	0.25	naturistic#1	in accord with naturism
a	02989167	0	0	congenerous#1 congenerical#1 congeneric#1	belonging to the same genus
a	02989316	0	0	specific#3	relating to or distinguishing or constituting a taxonomic species; "specific characters"
a	02989459	0	0.125	conspecific#1	belonging to the same species; "cultivated cabbage and wild cabbage are conspecific"
a	02989601	0	0	experiential#1	relating to or resulting from experience; "a personal, experiential reality"
a	02989754	0	0	medieval#1 mediaeval#1	relating to or belonging to the Middle Ages; "Medieval scholars"; "Medieval times"
a	02989921	0	0	mediatorial#1	of or relating to a mediator or the duties of a mediator
a	02990035	0	0	mediatory#1	of or related to or directed toward mediation
a	02990154	0	0	curatorial#1	of or relating to a curator or the duties of a curator; "curatorial duties"
a	02990304	0	0	proverbial#1	of or relating to or resembling or expressed in a proverb; "he kicked the proverbial bucket"; "the proverbial grasshopper"
a	02990501	0	0	epiphysial#1 epiphyseal#1	relating to the epiphysis of a bone
a	02990660	0	0	diaphysial#1 diaphyseal#1	relating to the diaphysis of a bone
a	02990819	0	0	theocratic#1	of or relating to or being a theocracy; "a theocratic state"
a	02990954	0	0	comparative#1	relating to or based on or involving comparison; "comparative linguistics"
a	02991122	0	0	artistic#1	relating to or characteristic of art or artists; "his artistic background"
a	02991287	0	0	esthetic#2 aesthetic#1	relating to or dealing with the subject of aesthetics; "aesthetic values"
a	02991463	0	0	official#2	of or relating to an office; "official privileges"
a	02991586	0	0	teleological#1	of or relating to teleology
a	02991690	0	0	sentential#1	of or relating to a sentence; "the sentential subject"
a	02991819	0	0	intrasentential#1	of or relating to constituents within a sentence; "intrasentential co-occurrence"
a	02991962	0	0	cross-sentential#1	of or relating to relations between sentences
a	02992070	0	0	scopal#1	of or relating to scope; "scopal dependency"
a	02992241	0	0	simian#1	relating to or resembling an ape; "simian features"
a	02992363	0	0	bubaline#1	relating to or resembling a buffalo
a	02992453	0	0	embolic#1	of or relating to an embolism or embolus
a	02992601	0	0	falconine#1	relating to or resembling a falcon
a	02992691	0	0	ferial#1	of or relating to or being a feria
a	02992796	0	0	faucal#1	of or relating to the fauces
a	02992914	0	0	future#4	a verb tense or other formation referring to events or states that have not yet happened; "future auxiliary"
a	02993094	0	0	futuristic#1 futurist#1	of or relating to futurism; "futurist art"
a	02993258	0	0	gallinaceous#1	of or relating to or resembling a gallinacean
a	02993362	0	0	geodetic#1 geodesical#1 geodesic#1	of or relating to or determined by geodesy
a	02993591	0	0	heraldist#1 heraldic#2	of or relating to heraldry
a	02993702	0	0	humanitarian#2	of or relating to or characteristic of humanitarianism; "humanitarian aid"
a	02993853	0	0	homophonous#1	characteristic of the phenomenon of words of different origins that are pronounced the same way; "'horse' and 'hoarse' are homophonous words"
a	02994089	0	0	hyperbolic#2	of or relating to a hyperbola; "hyperbolic functions"
a	02994217	0	0	lacustrine#1	of or relating to or living near lakes
a	02994312	0	0	liturgical#1	of or relating to or in accord with liturgy
a	02994448	0	0	locomotor#1 locomotive#1	of or relating to locomotion
a	02994617	0	0	logarithmic#1	of or relating to or using logarithms; "logarithmic function"
a	02994754	0	0	markovian#1	relating to or generated by a Markov process
a	02994872	0	0	marmorean#1 marmoreal#1	of or relating to or characteristic of marble
a	02995039	0	0.125	marly#1	of or relating to or resembling or abounding in marl
a	02995161	0	0	mesonic#1 mesic#1	of or pertaining to a meson; "the radii of the mesic orbits"- Lawrence Wilets
a	02995373	0	0	marsupial#1	of or relating to the marsupials; "marsupial animals"
a	02995482	0	0	mercantile#1	of or relating to the economic system of mercantilism; "mercantile theories"; "mercantile system"
a	02995636	0	0.5	metrical#1 metric#1	based on the meter as a standard of measurement; "the metric system"; "metrical equivalents"
a	02995864	0	0.5	non-metric#1	not based on the meter as a standard of measurement
a	02995972	0	0	mythic#1	relating to or having the nature of myth; "a novel of almost mythic consequence"
a	02996123	0	0	nacreous#1	consisting of or resembling mother-of-pearl
a	02996239	0	0	normative#1	relating to or dealing with norms; "normative discipline"; "normative samples"
a	02996373	0	0	north_african#1	of or relating to northern Africa
a	02996466	0	0	ordinal#1	of or relating to a taxonomic order; "family and ordinal names of animals and plants"
a	02996605	0	0	palatine#1 palatal#1	relating to or lying near the palate; "palatal index"; "the palatine tonsils"
a	02996801	0	0	paleozoic#1	of or relating to or denoting the Paleozoic era
a	02996904	0.375	0	parabolical#1 parabolic#1	resembling or expressed by parables
a	02997099	0	0	pharyngeal#1	of or relating to the throat; "pharyngeal fricatives"
a	02997227	0	0	phrenic#1	of or relating to the diaphragm; "phrenic nerve"
a	02997329	0	0	prosodic#1	of or relating to the rhythmic aspect of language or to the suprasegmental phonemes of pitch and stress and juncture and nasalization and voicing
a	02997529	0	0.125	appetitive#1	of or relating to appetite; "appetitive needs"
a	02997632	0.125	0.75	aversive#1	tending to repel or dissuade; "aversive conditioning"
a	02997740	0	0	promissory#1	relating to or having the character of a promise; "promissory note"
a	02997900	0	0	quartan#1	occurring every fourth day (especially the fever and weakness of malaria); "quartan malaria"
a	02998046	0	0	quarterly#1	of or relating to or consisting of a quarter; "quarterly report"
a	02998184	0	0	quartzose#1	relating to or made of quartz
a	02998269	0.625	0	quintessential#1	representing the perfect example of a class or quality
a	02998438	0	0	roentgenographic#1	relating to or produced by roentgenography
a	02998561	0.25	0.125	rotary#1	relating to or characterized by rotation; "rotary dial"
a	02998669	0	0	septic#2	of or relating to or caused by putrefaction; "the septic action occurs at the bottom of the septic tank"
a	02998844	0	0	semicentennial#1 semicentenary#1	of or relating to or marking the 50th anniversary
a	02998988	0	0	centennial#1 centenary#1	of or relating to or completing a period of 100 years; "centennial celebration"
a	02999190	0	0	bicentennial#1 bicentenary#1	of or relating to or completing a period of 200 years; "bicentennial celebration"
a	02999398	0	0	tricentennial#1 tricentenary#1	of or relating to or completing a period of 300 years
a	02999616	0	0	sophistic#1	of or pertaining to sophists
a	02999718	0	0	nazi#2 national_socialist#1	relating to a form of socialism; "the national socialist party came to power in Germany in 1933"
a	02999904	0	0	nazi#1	relating to or consistent with or typical of the ideology and practice of Nazism or the Nazis; "the total Nazi crime"; "the Nazi interpretation of history"
a	03000110	0	0	capitalistic#2 capitalist#1	of or relating to capitalism or capitalists; "a capitalist nation"; "capitalistic methods and incentives"
a	03000341	0	0	zymotic#2	relating to or caused by infection
a	03000447	0	0.25	zymotic#1 zymolytic#1	of or relating to or causing fermentation
a	03000608	0	0	osmotic#1	of or relating to osmosis; "osmotic pressure"
a	03000725	0	0	evolutionary#1	of or relating to or produced by evolution; "evolutionary biology"
a	03000868	0	0	oracular#1	of or relating to an oracle; "able by oracular means to expose a witch"
a	03001012	0	0	peritoneal#1	of or relating to or affecting the peritoneum; "peritoneal cancer"
a	03001153	0.125	0	epicurean#1	of Epicurus or epicureanism; "Epicurean philosophy"
a	03001278	0.125	0	holographical#1 holographic#2	written entirely in one's own hand; "holographic document"
a	03001428	0	0	holographic#1	of or relating to holography or holograms
a	03001527	0.125	0	canonical#2 canonic#2	of or relating to or required by canon law
a	03001653	0	0.25	canonical#1 canonic#1	appearing in a biblical canon; "a canonical book of the Christian New Testament"
a	03001853	0	0	canonist#1	pertaining to or characteristic of a body of rules and principles accepted as axiomatic; e.g. "canonist communism"
a	03002040	0	0	symphonic#1	relating to or characteristic or suggestive of a symphony; "symphonic choir"
a	03002190	0	0	contextual#1	relating to or determined by or in context; "contextual information"
a	03002351	0	0	nutritionary#1 nutritional#1	of or relating to or providing nutrition; "nutritional information"
a	03002617	0	0	paramagnetic#1	of or relating to a paramagnet
a	03002724	0	0.125	motional#1	of or relating to or characterized by motion
a	03002841	0	0	hydrometric#1 gravimetric#1	of or relating to hydrometry
a	03003031	0	0	thermohydrometric#1 thermogravimetric#1	of or relating to thermal hydrometry
a	03003223	0	0	ferromagnetic#1	relating to or demonstrating ferromagnetism
a	03003344	0	0	english#1	of or relating to or characteristic of England or its culture or people; "English history"; "the English landed aristocracy"; "English literature"
a	03003616	0	0	english#2	of or relating to the English language
a	03003744	0	0	irish#1	of or relating to or characteristic of Ireland or its people
a	03003928	0	0	afghanistani#1 afghani#1 afghan#1	of or relating to or characteristic of Afghanistan or its people
a	03004196	0	0	central_american#1	of or relating to or characteristic of Central America or its people or languages
a	03004358	0	0	idiomatical#1 idiomatic#1	of or relating to or conforming to idiom; "idiomatic English"
a	03004561	0	0	dialectal#1	belonging to or characteristic of a dialect; "dialectal variation"
a	03004701	0	0	percussive#1	involving percussion or featuring percussive instruments; "percussive music"
a	03004852	0	0.125	waxy#1 waxen#1	made of or covered with wax; "waxen candles"; "careful, the floor is waxy"
a	03005039	0	0	enzymatic#1	of or relating to or produced by an enzyme
a	03005155	0	0.75	nonenzymatic#1	not relating to or produced by enzymes; "nonenzymatic systems"
a	03005276	0	0.25	iodized#1 iodised#1 iodinated#1	treated with iodine; "iodized salt"
a	03005423	0	0	dramaturgical#1 dramaturgic#1	relating to the technical aspects of drama
a	03005593	0	0	autodidactic#1	relating to or having the characteristics of an autodidact
a	03005728	0	0.5	aneuploid#1	having a chromosome number that is not an exact multiple of the haploid number
a	03005862	0	0	aneurysmatic#1 aneurysmal#1 aneurismatic#1 aneurismal#1	relating to or affected by an aneurysm
a	03006126	0	0	alluvial#1	of or relating to alluvium
a	03006225	0	0	doctrinal#1	relating to or involving or preoccupied with doctrine; "quibbling over doctrinal minutiae"
a	03006389	0	0	dogmatic#3	relating to or involving dogma; "dogmatic writings"
a	03006513	0	0	providential#2	relating to or characteristic of providence; "assumption that nature operates only according to a providential plan"- M.R.Cohen
a	03006699	0.375	0.125	philanthropic#2	of or relating to or characterized by philanthropy; "a philanthropic society"
a	03006854	0	0	philatelical#1 philatelic#1	of or relating to philately or of interest to philatelists
a	03007038	0	0	aerophilatelic#1	of or relating to airmail stamps
a	03007149	0	0	pleochroic#1	of or relating to or having pleochroism
a	03007245	0	0	sternal#1	of or relating to or near the sternum
a	03007354	0	0.125	congestive#1	relating to or affected by an abnormal collection of blood or other fluid; "congestive heart disease"
a	03007530	0	0.375	hemolytic#1 haemolytic#1	relating to or involving or causing hemolysis; "hemolytic anemia"
a	03007718	0	0	sarcolemmal#1	of or relating to the sarcolemma
a	03007826	0	0	sarcosomal#1	of or relating to sarcosomes
a	03007929	0.125	0.5	sternutatory#1	tending to cause sneezing
a	03008013	0	0	sympathetic#1	of or relating to the sympathetic nervous system; "sympathetic neurons"; "sympathetic stimulation"
a	03008207	0	0	urinary#1	of or relating to the function or production or secretion of urine
a	03008345	0	0	urinary#2	of or relating to the urinary system of the body
a	03008447	0	0	atheromatous#1 atheromatic#1	of or relating to or resembling atheroma; "atheromatous degeneration of the arteries"
a	03008659	0	0	basophilic#1	staining readily with basic dyes
a	03008785	0	0	intimal#1	of or relating to the intima
a	03008885	0	0	coeliac#1 celiac#2	of or in or belonging to the cavity of the abdomen
a	03009016	0.125	0.25	celiac#1	belonging to or prescribed for celiac disease; "a celiac diet"
a	03009131	0.125	0	emphysematous#1	relating to or resembling or being emphysema
a	03009253	0	0	granulocytic#1	of or relating to granulocytes
a	03009360	0.375	0.25	atrophic#1	relating to or characterized by atrophy; "atrophic arthritis"
a	03009476	0	0	mesenteric#1	of or relating to or located in a mesentery
a	03009594	0	0	glomerular#1	of or relating to glomeruli
a	03009696	0	0.25	calcific#1	involving or resulting from calcification
a	03009792	0	0.125	fibrocalcific#1	involving or resulting from calcification of fibrous tissue
a	03009911	0	0	pyknotic#1 pycnotic#1	of or relating to or exhibiting pyknosis
a	03010071	0	0	eosinophilic#1	of or relating to eosinophil
a	03010176	0	0	papillose#1 papillary#1	of or relating to or resembling papilla
a	03010337	0	0.5	papillate#1	resembling or covered with papillae
a	03010428	0	0	vesicular#1	of or relating to or involving vesicles; "normal vesicular breathing"
a	03010553	0	0	vestibular#1	relating to the sense of equilibrium
a	03010664	0	0	vertebral#1	of or relating to or constituting vertebrae
a	03010781	0	0	neocortical#1	of or relating to the neocortex of the cerebrum
a	03010904	0	0	paleocortical#1	of or relating to the olfactory cortex of the cerebrum
a	03011036	0	0	limbic#1	of or relating to or forming a limbus
a	03011126	0	0	fugal#1	of or relating to or in the style of a musical fugue
a	03011248	0	0	parasympathetic#1	of or relating to the parasympathetic nervous system
a	03011380	0	0	parasympathomimetic#1	having an effect similar to that resulting from stimulation of the parasympathetic nervous system; "parasympathomimetic drugs slow the heart rate"
a	03011592	0	0	hypophysial#1 hypophyseal#1	of or relating to the hypophysis
a	03011750	0	0	hyperemic#1	relating to or caused by hyperemia
a	03011858	0	0	neuropsychiatric#1	of or relating to neuropsychiatry
a	03011972	0	0	psychopharmacological#1	of or relating to psychopharmacology
a	03012094	0	0	salivary#1	of or relating to saliva; "salivary gland"
a	03012209	0	0	prime#4	of or relating to or being an integer that cannot be factored into other integers; "prime number"
a	03012377	0	0	nilpotent#1	equal to zero when raised to a certain power
a	03012477	0	0	megakaryocytic#1	of or pertaining to large bone marrow cells
a	03012599	0	0	megaloblastic#1	of or relating to megaloblasts
a	03012707	0	0	myelic#1	of or relating to the spinal cord
a	03012793	0	0	myelinic#1	of or relating to the substance that forms a sheath around the axon of some nerve fibers
a	03012954	0	0	myeloid#1	of or relating to bone marrow
a	03013037	0	0	myeloid#2	of or relating to the spinal cord
a	03013124	0	0	myocardial#1	of or relating to the myocardium
a	03013231	0	0.125	myoid#1	resembling muscle
a	03013300	0	0	myotonic#1	of or relating to or caused by myotonia
a	03013412	0	0	triumphal#1	relating to or celebrating a triumph; "a triumphal procession"; "a triumphal arch"
a	03013550	0	0	darwinian#1	of or relating to Charles Darwin's theory of organic evolution; "Darwinian theories"
a	03013726	0	0	neo-darwinian#1	of or relating to Darwin's theories as modified by modern genetic findings; "Neo-Darwinian theories"
a	03013904	0	0	lamarckian#1	of or relating to Lamarckism; "Lamarckian theories"
a	03014030	0	0	neo-lamarckian#1	of or relating to a modern version of Lamarckism; "Neo-Lamarckian theories"
a	03014166	0	0	larval#2	relating to or typical of a larva; "the larval eye"
a	03014288	0	0	operational#1	pertaining to a process or series of actions for achieving a result; "operational difficulties"; "they assumed their operational positions"
a	03014485	0.125	0.25	microbic#1 microbial#1	of or involving or caused by or being microbes; "microbial warfare"
a	03014655	0	0	cochlear#1	of or relating to the cochlea of the ear; "cochlear implant"
a	03014770	0	0	lumbar#1	of or relating to or near the part of the back between the ribs and the hipbones; "lumbar vertebrae"
a	03014941	0	0	lumbosacral#1	of or relating to or near the small of the back and the back part of the pelvis between the hips
a	03015113	0.25	0.25	whiplike#1 lash-like#1 flagellated#1 flagellate#1	having or resembling a lash or whip (as does a flagellum)
a	03015336	0.125	0	biflagellate#1	having two flagella; "a biflagellate zoospore"
a	03015441	0	0	ceramic#1	of or relating to or made from a ceramic; "a ceramic dish"
a	03015589	0	0.25	epical#1 epic#2	constituting or having to do with or suggestive of a literary epic; "epic tradition"
a	03015805	0	0	hellenistical#1 hellenistic#1 hellenic#2	relating to or characteristic of the classical Greek civilization
a	03016027	0	0	panhellenic#1 pan-hellenic#1	of or relating to all the Greeks; "the Olympic Games were a Panhellenic celebration"
a	03016202	0	0	hellenic#3 greek#1 grecian#1	of or relating to or characteristic of Greece or the Greeks or the Greek language; "Greek mythology"; "a Grecian robe"
a	03016519	0	0	syrian#1	of or relating to or characteristic of Syria or its people or culture; "the Syrian government"
a	03016684	0	0	minoan#1	of or relating to or characteristic of the Bronze Age culture of Crete; "the Minoan palace at Knossos"
a	03016857	0	0	mycenaean#1	of or relating to or characteristic of ancient Mycenae or its inhabitants; "Mycenaean bronzes"
a	03017025	0	0	aegean#2	of or relating to or bordering the Aegean Sea; "Aegean islands"
a	03017159	0	0	aegean#1	of or relating to or characteristic of the prehistoric Aegean civilization
a	03017286	0	0	attic#1	of or relating to Attica or its inhabitants or to the dialect spoken in Athens in classical times; "Attic Greek"
a	03017468	0	0	boeotian#1	of or relating to ancient Boeotia or its people or to the dialect spoken there in classical times; "Boeotian dialects"
a	03017659	0	0	dipylon#1	of or relating to a gateway on the west of ancient Athens
a	03017788	0	0	argive#1	of or relating to the ancient Greek city of Argos or its people
a	03017922	0	0	executive#1	having the function of carrying out plans or orders etc.; "the executive branch"
a	03018112	0	0	topographical#1 topographic#1	concerned with topography; "a topographical engineer"; "a topographical survey"; "topographic maps"
a	03018375	0	0	endothelial#1	of or relating to or located in the endothelium
a	03018498	0	0	taxonomical#1 taxonomic#1 systematic#2	of or relating to taxonomy; "taxonomic relations"; "a taxonomic designation"
a	03018802	0	0	classificatory#1	relating to or involving classification:"classificatory criteria"
a	03018964	0	0	eutherian#1	of or relating to or belonging to the subclass Eutheria; "eutherian mammals"
a	03019114	0	0	proteolytic#1	of or relating to proteolysis
a	03019219	0	0	microsomal#1	of or relating to microsomes
a	03019322	0	0	mithraistic#1 mithraic#1	of or relating to Mithraism or its god
a	03019483	0	0	mitotic#1	of or relating to or undergoing mitosis
a	03019576	0	0	mitral#1	of or relating to or located in or near the mitral valve; "mitral insufficiency"
a	03019709	0	0	mitral#2	relating to or resembling the miter worn by some clerics
a	03019836	0	0	follicular#1	of or relating to or constituting a follicle
a	03019955	0	0	philological#1	of or relating to or dealing with philology
a	03020075	0.125	0.375	dystopian#1	of or pertaining to or resembling a dystopia
a	03020193	0	0	utopian#1	of or pertaining to or resembling a utopia; "a Utopian novel"
a	03020354	0	0	stoic#2	pertaining to Stoicism or its followers
a	03020463	0	0	patristical#1 patristic#1	of or relating to the writings of the early church fathers
a	03020663	0.125	0	sapphirine#1	made of or resembling sapphire
a	03020750	0	0	saprophytic#1	obtaining food osmotically from dissolved organic material
a	03020884	0	0	saprobic#1	living in or being an environment rich in organic matter but lacking oxygen
a	03021051	0	0.125	katharobic#1	of living being in an oxygenated environment lacking organic matter
a	03021194	0	0	cubistic#1 cubist#1	relating to or characteristic of cubism; "cubist art"
a	03021347	0	0.25	tomentose#1	covered with densely matted filaments
a	03021459	0	0	hyoid#1	of or relating to the hyoid bone
a	03021543	0	0	geographical#1 geographic#1	of or relating to the science of geography
a	03021693	0	0	shouldered#1	having shoulders or shoulders as specified; usually used as a combining form; "stoop-shouldered"; "broad-shouldered"
a	03021866	0	0	shrubby#1 fruticulose#1 fruticose#1	of or relating to or resembling a shrub
a	03022003	0	0	etymological#1	based on or belonging to etymology; "I merely drew an etymological distinction"
a	03022177	0	0	british#1	of or relating to or characteristic of Great Britain or its people or culture; "his wife is British"
a	03022349	0	0	epiphytic#1	of or relating to epiphytes
a	03022469	0	0	lithophytic#1	of or relating to lithophytes
a	03022593	0	0	budgetary#1	of or relating to a budget; "budgetary considerations"
a	03022739	0.375	0.125	propagandistic#1 propagandist#1	of or relating to or characterized by propaganda
a	03022917	0	0	isolationistic#1 isolationist#1	of or relating to isolationism
a	03023077	0	0	ascomycetous#1	related to or characteristic of fungi of the class Ascomycetes
a	03023216	0.375	0	pianistic#1	skilled at or adapted for the piano; "pianistic abilities"
a	03023348	0	0	pianistic#2	of or relating to the piano
a	03023449	0	0	parisian#1	of or relating to or characteristic of Paris or its inhabitants; "Parisian restaurants can be expensive"
a	03023644	0	0	dialectical#1 dialectic#1	of or relating to or employing dialectic; "the dialectical method"
a	03023852	0	0	turkish#1	of or relating to or characteristic of Turkey or its people or language; "Turkish towels"
a	03023995	0	0	eurafrican#1	relating to or coming from Europe and Africa
a	03024132	0	0	eurasiatic#1 eurasian#1	relating to, or coming from, Europe and Asia; "His mother was Eurasian, and his father Chinese"; "the Eurasian landmass is the largest in the world"
a	03024420	0	0	moroccan#1 maroc#1	of or relating to or characteristic of Morocco or its people; "Moroccan mosques cannot be entered by infidels"
a	03024647	0	0	scottish#1 scots#1 scotch#1	of or relating to or characteristic of Scotland or its people or culture or its English dialect or Gaelic language; "Scots Gaelic"; "the Scots community in New York"; "`Scottish' tends to be the more formal term as in `The Scottish Symphony' or `Scottish authors' or `Scottish mountains'"; "`Scotch' is in disfavor with Scottish people and is used primarily outside Scotland except in such frozen phrases as `Scotch broth' or `Scotch whiskey' or `Scotch plaid'"
a	03025252	0	0	corsican#1	of or relating to or characteristic of Corsica or its people
a	03025403	0	0	sardinian#1	of or relating to or characteristic of Sardinia or its people or its language
a	03025590	0	0	alpine#2	relating to the Alps and their inhabitants; "Alpine countries, Switzerland, Italy, France, and Germany"
a	03025746	0	0	alpine#1	relating to or characteristic of alps; "alpine sports"
a	03025853	0	0	andean#1	relating to the Andes and their inhabitants
a	03025967	0	0	myrmecophytic#1	of or relating to myrmecophytes
a	03026095	0	0	tuberous#1	of or relating to or resembling a tuber; "a tuberous root"
a	03026244	0	0	semi-tuberous#1	partly tuberous
a	03026319	0.25	0.25	soapy#1 saponaceous#1	resembling or having the qualities of soap; "a soapy consistency"
a	03026504	0	0	umbellate#1 umbellar#1	bearing or consisting of or resembling umbels
a	03026652	0	0	narial#1	of or relating to or near the nares
a	03026758	0	0	cartesian#1	of or relating to Rene Descartes or his works; "Cartesian linguistics"
a	03026902	0	0	mexican#1	of or relating to Mexico or its inhabitants; "Mexican food is hot"
a	03027040	0	0	tudor#1	of or relating to a style of architecture in England in the 15th century; "half-timbered Tudor houses"; "Tudor furniture"
a	03027213	0	0	shavian#1	of or relating to George Bernard Shaw or his works
a	03027335	0	0	shakespearian#1 shakespearean#1	of or relating to William Shakespeare or his works; "Shakespearean plays"
a	03027538	0	0	skinnerian#1	of or relating to B. F. Skinner or his behaviorist psychology
a	03027692	0.25	0.25	falstaffian#1	of or resembling Falstaff
a	03027793	0	0	victorian#1	of or relating to Queen Victoria of Great Britain or to the age in which she ruled; "Victorian morals"
a	03028005	0	0	gaussian#1	of or relating to Karl Gauss or his mathematical theories of magnetics or electricity or astronomy or probability; "Gaussian distribution"
a	03028216	0	0	aeschylean#1	of or relating to or in the manner of Aeschylus
a	03028338	0	0	alexandrian#1	of or relating to Alexander the Great or his empire
a	03028465	0	0	peripatetic#1 aristotelic#1 aristotelian#1 aristotelean#1	of or relating to Aristotle or his philosophy; "Aristotelean logic"
a	03028778	0.5	0	audenesque#1	in the manner of W. H. Auden
a	03028863	0	0	balzacian#1	of or relating to Honore de Balzac or his writings
a	03028987	0	0	beethovenian#1	of or relating to Ludwig van Beethoven or his music
a	03029133	0	0	bismarckian#1	of or relating to Prince Otto von Bismarck or his accomplishments
a	03029274	0	0	bogartian#1	of or relating to or in the style of Humphrey Bogart
a	03029400	0	0	caesarian#2 caesarean#2	of or relating to or in the manner of Julius Caesar
